"country","name","continent","year","lifeExp","pop","gdpPercap"
"380","fji","Fiji","Oceania",1970-01-01,65.17,520561,2207.49068
"381","fji","Fiji","Oceania",1975-01-01,65.03,576626,2635.8538
"382","fji","Fiji","Oceania",1980-01-01,66.47,635312,2927.8658
"383","fji","Fiji","Oceania",1985-01-01,66.11,711770,2594.3079
"384","fji","Fiji","Oceania",1990-01-01,66.34,728575,2926.5645
"385","fji","Fiji","Oceania",1995-01-01,66.12,775428,3123.19532
"386","fji","Fiji","Oceania",2000-01-01,65.75,811011,3315.93405
"387","fji","Fiji","Oceania",2005-01-01,67.11,821606,3690.01478
"388","fji","Fiji","Oceania",2010-01-01,67.64,859816,3652.53593
"389","fji","Fiji","Oceania",2015-01-01,68.02,868632,4352.4412
"390","fji","Fiji","Oceania",2019-01-01,68.38,889955,4738.61864
"391","fra","France","Europe",1960-01-01,71.19,45673147,12743.91991
"392","fra","France","Europe",1965-01-01,71.83,48746653,15893.05261
"393","fra","France","Europe",1970-01-01,72.6,50763921,19984.58614
"394","fra","France","Europe",1975-01-01,73.34,52688575,23279.80603
"395","fra","France","Europe",1980-01-01,74.68,53868006,26877.73167
"396","fra","France","Europe",1985-01-01,75.77,55254838,28315.82702
"397","fra","France","Europe",1990-01-01,77.21,56666861,32524.04813
"398","fra","France","Europe",1995-01-01,78.19,57801887,33917.92336
"399","fra","France","Europe",2000-01-01,79.19,59015092,38309.44274
"400","fra","France","Europe",2005-01-01,80.56,61120128,40152.68968
"401","fra","France","Europe",2010-01-01,81.58,62879535,40638.33525
"402","fra","France","Europe",2015-01-01,82.52,64453194,41793.54471
"403","fra","France","Europe",2019-01-01,82.87,65129731,44192.81462
"404","gab","Gabon","Africa",1960-01-01,49.98,500922,4366.44382
"405","gab","Gabon","Africa",1965-01-01,51.69,533357,6076.99282
"406","gab","Gabon","Africa",1970-01-01,53.16,589317,7205.8702
"407","gab","Gabon","Africa",1975-01-01,55.56,647538,14747.18621
"408","gab","Gabon","Africa",1980-01-01,58.12,726335,12198.72845
"409","gab","Gabon","Africa",1985-01-01,59.78,827107,12097.57863
"410","gab","Gabon","Africa",1990-01-01,60.45,949493,11159.78937
"411","gab","Gabon","Africa",1995-01-01,60.41,1084951,11365.68275
"412","gab","Gabon","Africa",2000-01-01,59.59,1228359,10170.26473
"413","gab","Gabon","Africa",2005-01-01,61.11,1390550,9675.41958
"414","gab","Gabon","Africa",2010-01-01,63.27,1624146,8849.32261
"415","gab","Gabon","Africa",2015-01-01,66.27,1947690,9521.269
"416","gab","Gabon","Africa",2019-01-01,67.81,2172578,9177.52083
"417","gbr","United Kingdom","Europe",1960-01-01,71.17,52370595,13948.72213
"418","gbr","United Kingdom","Europe",1965-01-01,71.65,54240855,15782.81989
"419","gbr","United Kingdom","Europe",1970-01-01,72.08,55573455,17874.81342
"420","gbr","United Kingdom","Europe",1975-01-01,72.78,56152325,19556.10778
"421","gbr","United Kingdom","Europe",1980-01-01,73.79,56209164,21805.19881
"422","gbr","United Kingdom","Europe",1985-01-01,74.81,56413555,24391.52342
"423","gbr","United Kingdom","Europe",1990-01-01,75.85,57134377,28617.61831
"424","gbr","United Kingdom","Europe",1995-01-01,76.84,57932450,30596.36249
"425","gbr","United Kingdom","Europe",2000-01-01,77.97,58923305,35959.48604
"426","gbr","United Kingdom","Europe",2005-01-01,79.33,60287953,40044.90546
"427","gbr","United Kingdom","Europe",2010-01-01,80.58,63459801,39536.77268
"428","gbr","United Kingdom","Europe",2015-01-01,81.05,65860149,42121.67682
"429","gbr","United Kingdom","Europe",2019-01-01,81.07,67530161,43592.41452
"430","gha","Ghana","Africa",1960-01-01,51.03,6635229,1056.7265
"431","gha","Ghana","Africa",1965-01-01,53,7739463,1055.26811
"432","gha","Ghana","Africa",1970-01-01,54.46,8735493,1077.13957
"433","gha","Ghana","Africa",1975-01-01,56.27,9985946,930.66723
"434","gha","Ghana","Africa",1980-01-01,57.53,11056112,881.15752
"435","gha","Ghana","Africa",1985-01-01,58.17,12783617,745.85876
"436","gha","Ghana","Africa",1990-01-01,59.37,14773274,816.07779
"437","gha","Ghana","Africa",1995-01-01,59.89,17014058,873.88568
"438","gha","Ghana","Africa",2000-01-01,59.61,19278850,952.8036
"439","gha","Ghana","Africa",2005-01-01,60.01,21814648,1076.61783
"440","gha","Ghana","Africa",2010-01-01,61.79,24779614,1299.34521
"441","gha","Ghana","Africa",2015-01-01,64.22,27849203,1624.34119
"442","gha","Ghana","Africa",2019-01-01,66.31,30417858,1880.26208
"443","grc","Greece","Europe",1960-01-01,72.43,8273628,6223.0851
"444","grc","Greece","Europe",1965-01-01,73.01,8453819,9338.69992
"445","grc","Greece","Europe",1970-01-01,73.82,8663568,13279.29422
"446","grc","Greece","Europe",1975-01-01,74.63,9014091,16494.10101
"447","grc","Greece","Europe",1980-01-01,75.3,9627004,18981.5805
"448","grc","Greece","Europe",1985-01-01,75.86,9968233,18549.70103
"449","grc","Greece","Europe",1990-01-01,77.23,10225990,19220.35891
"450","grc","Greece","Europe",1995-01-01,77.75,10745502,19741.51855
"451","grc","Greece","Europe",2000-01-01,78.44,11082103,23079.02922
"452","grc","Greece","Europe",2005-01-01,79.43,11224800,27464.77057
"453","grc","Greece","Europe",2010-01-01,80.4,10887640,26690.60742
"454","grc","Greece","Europe",2015-01-01,80.92,10659737,22337.15052
"455","grc","Greece","Europe",2019-01-01,80.94,10473452,23503.5798
"456","gtm","Guatemala","Americas",1960-01-01,47.9,4210751,1467.06989
"457","gtm","Guatemala","Americas",1965-01-01,49.53,4869714,1638.58782
"458","gtm","Guatemala","Americas",1970-01-01,49.87,5621794,1897.29752
"459","gtm","Guatemala","Americas",1975-01-01,54.38,6433723,2215.45418
"460","gtm","Guatemala","Americas",1980-01-01,57.95,7283456,2603.6369
"461","gtm","Guatemala","Americas",1985-01-01,59.42,8240060,2150.0364
"462","gtm","Guatemala","Americas",1990-01-01,61.4,9263820,2162.38293
"463","gtm","Guatemala","Americas",1995-01-01,64.08,10408486,2345.9059
"464","gtm","Guatemala","Americas",2000-01-01,66.74,11650744,2527.43355
"465","gtm","Guatemala","Americas",2005-01-01,68.4,13096028,2626.12159
"466","gtm","Guatemala","Americas",2010-01-01,70.27,14630420,2852.54733
"467","gtm","Guatemala","Americas",2015-01-01,71.77,16252425,3159.60357
"468","gtm","Guatemala","Americas",2019-01-01,72.58,17581476,3364.77757
"469","guy","Guyana","Americas",1960-01-01,58.85,571813,2571.15163
"470","guy","Guyana","Americas",1965-01-01,60.28,651865,2577.85597
"471","guy","Guyana","Americas",1970-01-01,61.68,704930,2948.84762
"472","guy","Guyana","Americas",1975-01-01,61.22,745847,3286.77356
"473","guy","Guyana","Americas",1980-01-01,62.36,780153,3046.16566
"474","guy","Guyana","Americas",1985-01-01,62.61,770439,2463.51894
"475","guy","Guyana","Americas",1990-01-01,62.37,743306,2266.28979
"476","guy","Guyana","Americas",1995-01-01,63.1,761298,3118.36188
"477","guy","Guyana","Americas",2000-01-01,63.96,746718,3638.86701
"478","guy","Guyana","Americas",2005-01-01,64.39,746156,3727.3407
"479","guy","Guyana","Americas",2010-01-01,65.75,749430,4580.69914
"480","guy","Guyana","Americas",2015-01-01,66.41,767433,5269.88378
"481","guy","Guyana","Americas",2019-01-01,67.31,782775,6121.72152
"482","hnd","Honduras","Americas",1960-01-01,49.05,2038636,1095.99094
"483","hnd","Honduras","Americas",1965-01-01,54.39,2346005,1221.53432
"484","hnd","Honduras","Americas",1970-01-01,57.69,2716652,1309.80326
"485","hnd","Honduras","Americas",1975-01-01,62.45,3153252,1350.56819
"486","hnd","Honduras","Americas",1980-01-01,67.86,3678274,1589.8976
"487","hnd","Honduras","Americas",1985-01-01,68.86,4281167,1497.40218
"488","hnd","Honduras","Americas",1990-01-01,69.09,4955302,1561.2166
"489","hnd","Honduras","Americas",1995-01-01,69.45,5709010,1574.89693
"490","hnd","Honduras","Americas",2000-01-01,70.07,6574510,1607.67944
"491","hnd","Honduras","Americas",2005-01-01,70.89,7458982,1778.85079
"492","hnd","Honduras","Americas",2010-01-01,71.1,8317467,1904.34715
"493","hnd","Honduras","Americas",2015-01-01,69.9,9112904,2067.29276
"494","hnd","Honduras","Americas",2019-01-01,72.07,9746115,2244.45031
"495","hti","Haiti","Americas",1960-01-01,45.41,3866162,1512.00229
"496","hti","Haiti","Americas",1965-01-01,46.51,4258734,1417.017
"497","hti","Haiti","Americas",1970-01-01,47.96,4676237,1354.0162
"498","hti","Haiti","Americas",1975-01-01,49.73,5094570,1497.38493
"499","hti","Haiti","Americas",1980-01-01,51.28,5643175,1864.79185
"500","hti","Haiti","Americas",1985-01-01,53.05,6337275,1584.0442
"501","hti","Haiti","Americas",1990-01-01,54.57,7037915,1383.92738
"502","hti","Haiti","Americas",1995-01-01,55.35,7744509,1110.31038
"503","hti","Haiti","Americas",2000-01-01,57.43,8463802,1150.35993
"504","hti","Haiti","Americas",2005-01-01,59.05,9195289,1126.603
"505","hti","Haiti","Americas",2010-01-01,32.52,9949318,1172.09901
"506","hti","Haiti","Americas",2015-01-01,62.18,10695540,1260.60044
"507","hti","Haiti","Americas",2019-01-01,63.79,11263079,1245.01228
"508","idn","Indonesia","Asia",1960-01-01,44.8,87751066,690.36879
"509","idn","Indonesia","Asia",1965-01-01,43.5,100267070,665.66452
"510","idn","Indonesia","Asia",1970-01-01,53.67,114793179,772.12968
"511","idn","Indonesia","Asia",1975-01-01,56.92,130680730,949.07765
"512","idn","Indonesia","Asia",1980-01-01,59.71,147447834,1231.19515
"513","idn","Indonesia","Asia",1985-01-01,62.11,164982452,1386.73276
"514","idn","Indonesia","Asia",1990-01-01,64.05,181413398,1707.81839
"515","idn","Indonesia","Asia",1995-01-01,66.04,196934257,2220.07698
"516","idn","Indonesia","Asia",2000-01-01,67.24,211513822,2143.65951
"517","idn","Indonesia","Asia",2005-01-01,68.26,226289468,2524.22245
"518","idn","Indonesia","Asia",2010-01-01,69.34,241834226,3122.36267
"519","idn","Indonesia","Asia",2015-01-01,70.44,258383257,3824.27487
"520","idn","Indonesia","Asia",2019-01-01,71.39,270625567,4450.64082
"521","ind","India","Asia",1960-01-01,45.75,450547675,330.20532
"522","ind","India","Asia",1965-01-01,45.71,499123328,352.88905
"523","ind","India","Asia",1970-01-01,49.33,555189797,396.01169
"524","ind","India","Asia",1975-01-01,51.59,623102900,406.89253
"525","ind","India","Asia",1980-01-01,55.17,698952837,422.90384
"526","ind","India","Asia",1985-01-01,57.3,784360012,484.6437
"527","ind","India","Asia",1990-01-01,59.58,873277799,581.21826
"528","ind","India","Asia",1995-01-01,61.74,963922586,674.61956
"529","ind","India","Asia",2000-01-01,62.94,1056575548,826.59249
"530","ind","India","Asia",2005-01-01,65.39,1147609924,1040.31232
"531","ind","India","Asia",2010-01-01,67.28,1234281163,1357.56373
"532","ind","India","Asia",2015-01-01,69.36,1310152392,1751.66445
"533","ind","India","Asia",2019-01-01,70.77,1366417756,2152.21601
"534","irn","Iran","Asia",1960-01-01,44.48,21906909,2961.62466
"535","irn","Iran","Asia",1965-01-01,48.71,24954865,4320.32616
"536","irn","Iran","Asia",1970-01-01,54.51,28513872,6965.4439
"537","irn","Iran","Asia",1975-01-01,61.47,32729772,8973.89247
"538","irn","Iran","Asia",1980-01-01,64.7,38650244,4788.10836
"539","irn","Iran","Asia",1985-01-01,66.31,47347197,4765.23886
"540","irn","Iran","Asia",1990-01-01,66.68,56366212,4125.87339
"541","irn","Iran","Asia",1995-01-01,70.37,61442658,4455.30567
"542","irn","Iran","Asia",2000-01-01,71.94,65623397,4812.32148
"543","irn","Iran","Asia",2005-01-01,73.55,69762345,5735.61123
"544","irn","Iran","Asia",2010-01-01,75.45,73762519,6599.66094
"545","irn","Iran","Asia",2015-01-01,76.69,78492208,6070.18783
"546","irn","Iran","Asia",2019-01-01,77.76,82913893,5922.52843
"547","ita","Italy","Europe",1960-01-01,69.86,49699947,10878.98303
"548","ita","Italy","Europe",1965-01-01,70.87,51677247,13501.98896
"549","ita","Italy","Europe",1970-01-01,71.81,53518966,17671.33698
"550","ita","Italy","Europe",1975-01-01,72.86,55265280,20041.70189
"551","ita","Italy","Europe",1980-01-01,74.2,56349352,24475.52062
"552","ita","Italy","Europe",1985-01-01,75.79,56936776,26532.24299
"553","ita","Italy","Europe",1990-01-01,77.16,57048237,30871.28581
"554","ita","Italy","Europe",1995-01-01,78.22,57174412,32863.95623
"555","ita","Italy","Europe",2000-01-01,79.64,56692178,36329.24894
"556","ita","Italy","Europe",2005-01-01,80.99,58281209,37347.63593
"557","ita","Italy","Europe",2010-01-01,82.08,59325232,36000.52012
"558","ita","Italy","Europe",2015-01-01,82.74,60578489,33961.43619
"559","ita","Italy","Europe",2019-01-01,83.1,60550092,35998.9735
"560","jpn","Japan","Asia",1960-01-01,68.31,93673612,8541.59376
"561","jpn","Japan","Asia",1965-01-01,70.86,98447007,12715.1042
"562","jpn","Japan","Asia",1970-01-01,72.65,104929260,18870.09738
"563","jpn","Japan","Asia",1975-01-01,74.77,112413362,21837.26355
"564","jpn","Japan","Asia",1980-01-01,76.57,117816942,25849.04141
"565","jpn","Japan","Asia",1985-01-01,78.16,121883483,30625.82802
"566","jpn","Japan","Asia",1990-01-01,79.41,124505243,38092.6562
"567","jpn","Japan","Asia",1995-01-01,80.24,126365486,40358.09503
"568","jpn","Japan","Asia",2000-01-01,81.57,127524168,42169.73328
"569","jpn","Japan","Asia",2005-01-01,82.5,128326115,44393.62638
"570","jpn","Japan","Asia",2010-01-01,83.34,128542349,44507.67639
"571","jpn","Japan","Asia",2015-01-01,84.35,127985139,47102.58088
"572","jpn","Japan","Asia",2019-01-01,84.8,126860299,49000.25604
"573","ken","Kenya","Africa",1960-01-01,54.29,8120082,537.46088
"574","ken","Kenya","Africa",1965-01-01,56.31,9530163,538.42587
"575","ken","Kenya","Africa",1970-01-01,58.15,11301394,598.45743
"576","ken","Kenya","Africa",1975-01-01,60.24,13575898,792.26524
"577","ken","Kenya","Africa",1980-01-01,62.21,16417203,889.93679
"578","ken","Kenya","Africa",1985-01-01,63.39,19877078,832.4876
"579","ken","Kenya","Africa",1990-01-01,62.12,23724574,917.40821
"580","ken","Kenya","Africa",1995-01-01,57.04,27768297,848.14778
"581","ken","Kenya","Africa",2000-01-01,54.83,31964557,819.61543
"582","ken","Kenya","Africa",2005-01-01,56.51,36624897,855.22499
"583","ken","Kenya","Africa",2010-01-01,61.18,42030684,951.68778
"584","ken","Kenya","Africa",2015-01-01,64.42,47878339,1093.1341
"585","ken","Kenya","Africa",2019-01-01,66.51,52573967,1237.49764
"586","kor","South Korea","Asia",1960-01-01,59.11,25329521,932.04173
"587","kor","South Korea","Asia",1965-01-01,61.36,28895557,1155.71408
"588","kor","South Korea","Asia",1970-01-01,63.57,32195679,1793.44929
"589","kor","South Korea","Asia",1975-01-01,65.73,35378657,2635.76212
"590","kor","South Korea","Asia",1980-01-01,67.33,38045605,3679.10664
"591","kor","South Korea","Asia",1985-01-01,69.87,40804406,5398.11598
"592","kor","South Korea","Asia",1990-01-01,72.13,42918416,8495.57785
"593","kor","South Korea","Asia",1995-01-01,74.34,45292521,12163.34144
"594","kor","South Korea","Asia",2000-01-01,76.34,47379237,15414.29157
"595","kor","South Korea","Asia",2005-01-01,78.78,48701069,19225.01069
"596","kor","South Korea","Asia",2010-01-01,80.82,49545638,23087.22564
"597","kor","South Korea","Asia",2015-01-01,82.61,50823087,26063.70649
"598","kor","South Korea","Asia",2019-01-01,82.92,51225321,28675.03441
"599","lso","Lesotho","Africa",1960-01-01,53.28,837264,259.98603
"600","lso","Lesotho","Africa",1965-01-01,53.58,922307,339.1663
"601","lso","Lesotho","Africa",1970-01-01,54.61,1028930,347.16979
"602","lso","Lesotho","Africa",1975-01-01,56.2,1160795,391.65857
"603","lso","Lesotho","Africa",1980-01-01,58.48,1340258,543.27376
"604","lso","Lesotho","Africa",1985-01-01,60,1526132,554.22726
"605","lso","Lesotho","Africa",1990-01-01,60.63,1703757,637.83689
"606","lso","Lesotho","Africa",1995-01-01,57.15,1898598,742.0037
"607","lso","Lesotho","Africa",2000-01-01,48.47,2032805,804.25143
"608","lso","Lesotho","Africa",2005-01-01,43.88,1996115,939.90541
"609","lso","Lesotho","Africa",2010-01-01,48.12,1995575,1119.84364
"610","lso","Lesotho","Africa",2015-01-01,48.47,2059011,1289.10936
"611","lso","Lesotho","Africa",2019-01-01,51.77,2125267,1233.03996
"612","lux","Luxembourg","Europe",1960-01-01,68.94,314585,27085.591
"613","lux","Luxembourg","Europe",1965-01-01,69.62,330160,29901.41547
"614","lux","Luxembourg","Europe",1970-01-01,70.15,339672,35457.23673
"615","lux","Luxembourg","Europe",1975-01-01,71.15,353984,38667.87337
"616","lux","Luxembourg","Europe",1980-01-01,72.63,364048,42637.31773
"617","lux","Luxembourg","Europe",1985-01-01,73.88,366882,47869.48452
"618","lux","Luxembourg","Europe",1990-01-01,75.25,381780,65921.9103
"619","lux","Luxembourg","Europe",1995-01-01,76.64,408145,74776.80483
"620","lux","Luxembourg","Europe",2000-01-01,78.01,436106,93462.92616
"621","lux","Luxembourg","Europe",2005-01-01,79.55,457848,101380.77489
"622","lux","Luxembourg","Europe",2010-01-01,81.02,507890,104965.30608
"623","lux","Luxembourg","Europe",2015-01-01,82.34,566741,107638.21226
"624","lux","Luxembourg","Europe",2019-01-01,82.92,615730,111043.5317
"625","mdg","Madagascar","Africa",1960-01-01,44.83,5099368,818.82457
"626","mdg","Madagascar","Africa",1965-01-01,46.87,5769215,774.46803
"627","mdg","Madagascar","Africa",1970-01-01,48.44,6576305,853.63147
"628","mdg","Madagascar","Africa",1975-01-01,52.03,7556032,766.78354
"629","mdg","Madagascar","Africa",1980-01-01,54.9,8716549,711.95456
"630","mdg","Madagascar","Africa",1985-01-01,54.79,10063493,566.74254
"631","mdg","Madagascar","Africa",1990-01-01,55.92,11598647,562.99797
"632","mdg","Madagascar","Africa",1995-01-01,57.92,13475403,476.7087
"633","mdg","Madagascar","Africa",2000-01-01,59.52,15766806,490.48555
"634","mdg","Madagascar","Africa",2005-01-01,61.1,18336722,473.92493
"635","mdg","Madagascar","Africa",2010-01-01,62.57,21151640,471.9592
"636","mdg","Madagascar","Africa",2015-01-01,64.16,24234080,469.94252
"637","mdg","Madagascar","Africa",2019-01-01,65.48,26969306,491.74642
"638","mex","Mexico","Americas",1960-01-01,57.15,37771861,3907.49359
"639","mex","Mexico","Americas",1965-01-01,59.87,44123863,4762.94611
"640","mex","Mexico","Americas",1970-01-01,61.44,51493565,5524.27239
"641","mex","Mexico","Americas",1975-01-01,64.21,59607947,6465.7697
"642","mex","Mexico","Americas",1980-01-01,66.19,67761367,8016.88534
"643","mex","Mexico","Americas",1985-01-01,68.62,75983486,7872.01761
"644","mex","Mexico","Americas",1990-01-01,70.85,83943135,7790.79939
"645","mex","Mexico","Americas",1995-01-01,72.35,91663290,7717.72111
"646","mex","Mexico","Americas",2000-01-01,74.21,98899845,9253.96805
"647","mex","Mexico","Americas",2005-01-01,75.01,106005199,9270.65689
"648","mex","Mexico","Americas",2010-01-01,75.25,114092961,9271.3984
"649","mex","Mexico","Americas",2015-01-01,75.73,121858251,10042.13953
"650","mex","Mexico","Americas",2019-01-01,75.63,127575529,10267.50017
"651","mmr","Myanmar","Asia",1960-01-01,38.74,21736947,159.46484
"652","mmr","Myanmar","Asia",1965-01-01,40.76,24259356,176.43233
"653","mmr","Myanmar","Asia",1970-01-01,43.09,27269063,170.71764
"654","mmr","Myanmar","Asia",1975-01-01,47.02,30611093,176.25689
"655","mmr","Myanmar","Asia",1980-01-01,50.57,34224316,214.31641
"656","mmr","Myanmar","Asia",1985-01-01,53.38,37977087,244.39501
"657","mmr","Myanmar","Asia",1990-01-01,55.42,41335188,201.56442
"658","mmr","Myanmar","Asia",1995-01-01,56.96,43901598,252.01721
"659","mmr","Myanmar","Asia",2000-01-01,58.93,46719698,355.79836
"660","mmr","Myanmar","Asia",2005-01-01,61.38,48949931,621.94014
"661","mmr","Myanmar","Asia",2010-01-01,64.76,50600827,1018.13173
"662","mmr","Myanmar","Asia",2015-01-01,67.73,52680724,1388.50054
"663","mmr","Myanmar","Asia",2019-01-01,69.46,54045422,1653.2874
"664","mwi","Malawi","Africa",1960-01-01,37.71,3659980,238.45746
"665","mwi","Malawi","Africa",1965-01-01,39.55,4134464,263.08677
"666","mwi","Malawi","Africa",1970-01-01,42.05,4703783,293.15515
"667","mwi","Malawi","Africa",1975-01-01,45.55,5384798,367.74001
"668","mwi","Malawi","Africa",1980-01-01,48.83,6250434,401.47876
"669","mwi","Malawi","Africa",1985-01-01,50.16,7268271,383.01936
"670","mwi","Malawi","Africa",1990-01-01,49.38,9404499,331.75106
"671","mwi","Malawi","Africa",1995-01-01,46.33,9844418,367.0015
"672","mwi","Malawi","Africa",2000-01-01,45.9,11148751,392.52483
"673","mwi","Malawi","Africa",2005-01-01,48.88,12625950,385.46089
"674","mwi","Malawi","Africa",2010-01-01,56.32,14539609,478.66869
"675","mwi","Malawi","Africa",2015-01-01,62.04,16745305,507.54834
"676","mwi","Malawi","Africa",2019-01-01,64.71,18628749,536.81478
"677","mys","Malaysia","Asia",1960-01-01,62.82,8156342,1353.97245
"678","mys","Malaysia","Asia",1965-01-01,65.51,9526558,1616.53
"679","mys","Malaysia","Asia",1970-01-01,67.29,10804131,1915.87155
"680","mys","Malaysia","Asia",1975-01-01,67.51,12162189,2498.45331
"681","mys","Malaysia","Asia",1980-01-01,70.48,13798094,3317.27051
"682","mys","Malaysia","Asia",1985-01-01,70.03,15598924,3767.5084
"683","mys","Malaysia","Asia",1990-01-01,71.91,18029824,4536.96684
"684","mys","Malaysia","Asia",1995-01-01,71.82,20487604,6277.61189
"685","mys","Malaysia","Asia",2000-01-01,73,23194252,7007.04301
"686","mys","Malaysia","Asia",2005-01-01,74.12,25690615,7974.24961
"687","mys","Malaysia","Asia",2010-01-01,74.44,28208028,9040.56849
"688","mys","Malaysia","Asia",2015-01-01,75.04,30270965,10912.152
"689","mys","Malaysia","Asia",2019-01-01,75.04,31949789,12486.67411
"690","ner","Niger","Africa",1960-01-01,40.33,3388774,825.93602
"691","ner","Niger","Africa",1965-01-01,42.32,3914118,965.85499
"692","ner","Niger","Africa",1970-01-01,43.05,4510645,817.34833
"693","ner","Niger","Africa",1975-01-01,43.14,5184940,625.04414
"694","ner","Niger","Africa",1980-01-01,44.94,5989000,696.28577
"695","ner","Niger","Africa",1985-01-01,45.46,6915994,529.72881
"696","ner","Niger","Africa",1990-01-01,47.41,8026592,517.34879
"697","ner","Niger","Africa",1995-01-01,48.57,9490289,465.20508
"698","ner","Niger","Africa",2000-01-01,51.85,11331561,429.24352
"699","ner","Niger","Africa",2005-01-01,55.62,13624474,442.20964
"700","ner","Niger","Africa",2010-01-01,59.05,16464025,476.86953
"701","ner","Niger","Africa",2015-01-01,60.64,20001663,520.75611
"702","ner","Niger","Africa",2019-01-01,62.51,23310719,563.14901
"703","nga","Nigeria","Africa",1960-01-01,46.81,45138460,1360.41894
"704","nga","Nigeria","Africa",1965-01-01,48.15,50127920,1527.13405
"705","nga","Nigeria","Africa",1970-01-01,49.05,55982142,1691.36942
"706","nga","Nigeria","Africa",1975-01-01,52.01,63374289,1958.83232
"707","nga","Nigeria","Africa",1980-01-01,54.06,73423646,2049.20077
"708","nga","Nigeria","Africa",1985-01-01,54.91,83562776,1359.95798
"709","nga","Nigeria","Africa",1990-01-01,54.69,95212454,1507.07762
"710","nga","Nigeria","Africa",1995-01-01,54.63,107948339,1341.61627
"711","nga","Nigeria","Africa",2000-01-01,54.63,122283853,1376.41843
"712","nga","Nigeria","Africa",2005-01-01,56.63,138865014,1848.19385
"713","nga","Nigeria","Africa",2010-01-01,59.64,158503203,2280.43734
"714","nga","Nigeria","Africa",2015-01-01,62.11,181137454,2549.72311
"715","nga","Nigeria","Africa",2019-01-01,64.34,200963603,2374.36938
"716","nic","Nicaragua","Americas",1960-01-01,53.6,1773132,1505.65094
"717","nic","Nicaragua","Americas",1965-01-01,57.19,2068379,2086.83245
"718","nic","Nicaragua","Americas",1970-01-01,58.08,2406523,2162.7445
"719","nic","Nicaragua","Americas",1975-01-01,62.65,2806859,2375.83467
"720","nic","Nicaragua","Americas",1980-01-01,66.37,3265520,1650.37783
"721","nic","Nicaragua","Americas",1985-01-01,63.31,3734343,1489.64548
"722","nic","Nicaragua","Americas",1990-01-01,72.72,4173435,1126.4134
"723","nic","Nicaragua","Americas",1995-01-01,71.46,4652185,1103.77397
"724","nic","Nicaragua","Americas",2000-01-01,73.73,5069310,1294.22924
"725","nic","Nicaragua","Americas",2005-01-01,73.46,5438692,1408.96756
"726","nic","Nicaragua","Americas",2010-01-01,74.37,5824058,1503.87223
"727","nic","Nicaragua","Americas",2015-01-01,74.91,6223234,1836.03736
"728","nic","Nicaragua","Americas",2019-01-01,75.38,6545503,1777.76518
"729","nld","Netherlands","Europe",1960-01-01,73.5,11448815,16386.54549
"730","nld","Netherlands","Europe",1965-01-01,73.69,12248333,19997.8677
"731","nld","Netherlands","Europe",1970-01-01,73.73,13001941,24519.60924
"732","nld","Netherlands","Europe",1975-01-01,74.68,13683287,27557.65025
"733","nld","Netherlands","Europe",1980-01-01,75.88,14148410,30261.6947
"734","nld","Netherlands","Europe",1985-01-01,76.49,14513947,31242.51761
"735","nld","Netherlands","Europe",1990-01-01,77.16,14965442,35702.55479
"736","nld","Netherlands","Europe",1995-01-01,77.69,15467852,38676.06999
"737","nld","Netherlands","Europe",2000-01-01,78.28,15926188,46435.21455
"738","nld","Netherlands","Europe",2005-01-01,79.63,16367153,48437.87957
"739","nld","Netherlands","Europe",2010-01-01,80.95,16682927,50950.03434
"740","nld","Netherlands","Europe",2015-01-01,81.66,16938492,51871.57652
"741","nld","Netherlands","Europe",2019-01-01,81.74,17097123,55450.50042
"742","nor","Norway","Europe",1960-01-01,73.4,3582508,23167.44174
"743","nor","Norway","Europe",1965-01-01,73.64,3724457,27938.82163
"744","nor","Norway","Europe",1970-01-01,74.25,3876049,32244.64638
"745","nor","Norway","Europe",1975-01-01,75.12,4008026,39576.18779
"746","nor","Norway","Europe",1980-01-01,75.96,4086070,48504.46082
"747","nor","Norway","Europe",1985-01-01,76.35,4153111,56565.02047
"748","nor","Norway","Europe",1990-01-01,76.86,4247286,60226.71564
"749","nor","Norway","Europe",1995-01-01,78.04,4366996,70409.71935
"750","nor","Norway","Europe",2000-01-01,78.9,4499375,81653.34488
"751","nor","Norway","Europe",2005-01-01,80.37,4632359,88432.58764
"752","nor","Norway","Europe",2010-01-01,81.3,4885878,87693.79007
"753","nor","Norway","Europe",2015-01-01,82.41,5199827,90029.35564
"754","nor","Norway","Europe",2019-01-01,82.9,5378859,92123.70527
"755","npl","Nepal","Asia",1960-01-01,44.61,10105060,265.96226
"756","npl","Nepal","Asia",1965-01-01,47.16,10972912,275.35972
"757","npl","Nepal","Asia",1970-01-01,49.27,12074628,284.41456
"758","npl","Nepal","Asia",1975-01-01,50.51,13420367,279.92893
"759","npl","Nepal","Asia",1980-01-01,51.85,15016408,280.89887
"760","npl","Nepal","Asia",1985-01-01,54.73,16858315,317.77054
"761","npl","Nepal","Asia",1990-01-01,58.32,18905480,354.25752
"762","npl","Nepal","Asia",1995-01-01,61.83,21576074,399.69502
"763","npl","Nepal","Asia",2000-01-01,65.39,23941099,455.27735
"764","npl","Nepal","Asia",2005-01-01,67.69,25744500,500.20638
"765","npl","Nepal","Asia",2010-01-01,69.04,27013207,592.40121
"766","npl","Nepal","Asia",2015-01-01,69.35,27015033,730.1154
"767","npl","Nepal","Asia",2019-01-01,71.07,28608715,866.17115
